12,Mrs,Calderon,8AR,Art,800100,Erin,Nunez,8,200,Lachelle,Nunez,plasmoid1995@yahoo.com
19,Mr,Montoya,10MA,Maths,1000101,Huey,Nunez,10,200,Lachelle,Nunez,plasmoid1995@yahoo.com
20,Mr,Watts,10SC,Science,1000101,Huey,Nunez,10,200,Lachelle,Nunez,plasmoid1995@yahoo.com
21,Mr,Gonzalez,10HA,HASS,1000101,Huey,Nunez,10,200,Lachelle,Nunez,plasmoid1995@yahoo.com
22,Mr,Hyde,10EN,English,1000101,Huey,Nunez,10,200,Lachelle,Nunez,plasmoid1995@yahoo.com
23,Mr,Curry,10PE,Physical Education,1000101,Huey,Nunez,10,200,Lachelle,Nunez,plasmoid1995@yahoo.com
24,Mr,Fulton,10AR,Art,1000101,Huey,Nunez,10,200,Lachelle,Nunez,plasmoid1995@yahoo.com
19,Mr,Montoya,10MA,Maths,1000102,Emory,Nunez,10,200,Lachelle,Nunez,plasmoid1995@yahoo.com
20,Mr,Watts,10SC,Science,1000102,Emory,Nunez,10,200,Lachelle,Nunez,plasmoid1995@yahoo.com
21,Mr,Gonzalez,10HA,HASS,1000102,Emory,Nunez,10,200,Lachelle,Nunez,plasmoid1995@yahoo.com
22,Mr,Hyde,10EN,English,1000102,Emory,Nunez,10,200,Lachelle,Nunez,plasmoid1995@yahoo.com
23,Mr,Curry,10PE,Physical Education,1000102,Emory,Nunez,10,200,Lachelle,Nunez,plasmoid1995@yahoo.com
24,Mr,Fulton,10AR,Art,1000102,Emory,Nunez,10,200,Lachelle,Nunez,plasmoid1995@yahoo.com
1,Mr,Lamb,7MA,Maths,700103,Norbert,Nunez,7,200,Lachelle,Nunez,plasmoid1995@yahoo.com
2,Mr,Christian,7SC,Science,700103,Norbert,Nunez,7,200,Lachelle,Nunez,plasmoid1995@yahoo.com
3,Mr,Chang,7HA,HASS,700103,Norbert,Nunez,7,200,Lachelle,Nunez,plasmoid1995@yahoo.com
4,Mrs,Curry,7EN,English,700103,Norbert,Nunez,7,200,Lachelle,Nunez,plasmoid1995@yahoo.com
5,Mr,Townsend,7PE,Physical Education,700103,Norbert,Nunez,7,200,Lachelle,Nunez,plasmoid1995@yahoo.com
6,Mrs,Chen,7AR,Art,700103,Norbert,Nunez,7,200,Lachelle,Nunez,plasmoid1995@yahoo.com
19,Mr,Montoya,10MA,Maths,1000200,Clint,Smith,10,300,Deshawn,Smith,folkmotes2017@yahoo.com
20,Mr,Watts,10SC,Science,1000200,Clint,Smith,10,300,Deshawn,Smith,folkmotes2017@yahoo.com
21,Mr,Gonzalez,10HA,HASS,1000200,Clint,Smith,10,300,Deshawn,Smith,folkmotes2017@yahoo.com
22,Mr,Hyde,10EN,English,1000200,Clint,Smith,10,300,Deshawn,Smith,folkmotes2017@yahoo.com
23,Mr,Curry,10PE,Physical Education,1000200,Clint,Smith,10,300,Deshawn,Smith,folkmotes2017@yahoo.com
24,Mr,Fulton,10AR,Art,1000200,Clint,Smith,10,300,Deshawn,Smith,folkmotes2017@yahoo.com
13,Ms,Woods,9MA,Maths,900300,Donnette,Riley,9,400,Mario,Riley,thwartship1991@gmail.com
14,Mr,Waller,9SC,Science,900300,Donnette,Riley,9,400,Mario,Riley,thwartship1991@gmail.com
15,Mrs,Roy,9HA,HASS,900300,Donnette,Riley,9,400,Mario,Riley,thwartship1991@gmail.com
16,Mrs,Olson,9EN,English,900300,Donnette,Riley,9,400,Mario,Riley,thwartship1991@gmail.com
17,Mr,Huffman,9PE,Physical Education,900300,Donnette,Riley,9,400,Mario,Riley,thwartship1991@gmail.com
18,Mr,Barker,9AR,Art,900300,Donnette,Riley,9,400,Mario,Riley,thwartship1991@gmail.com
1,Mr,Lamb,7MA,Maths,700400,Carmen,Mosley,7,500,Gaston,Mosley,unsanctifying1911@yandex.com
2,Mr,Christian,7SC,Science,700400,Carmen,Mosley,7,500,Gaston,Mosley,unsanctifying1911@yandex.com
3,Mr,Chang,7HA,HASS,700400,Carmen,Mosley,7,500,Gaston,Mosley,unsanctifying1911@yandex.com
4,Mrs,Curry,7EN,English,700400,Carmen,Mosley,7,500,Gaston,Mosley,unsanctifying1911@yandex.com
5,Mr,Townsend,7PE,Physical Education,700400,Carmen,Mosley,7,500,Gaston,Mosley,unsanctifying1911@yandex.com
6,Mrs,Chen,7AR,Art,700400,Carmen,Mosley,7,500,Gaston,Mosley,unsanctifying1911@yandex.com
13,Ms,Woods,9MA,Maths,900401,Minh,Mosley,9,500,Gaston,Mosley,unsanctifying1911@yandex.com
14,Mr,Waller,9SC,Science,900401,Minh,Mosley,9,500,Gaston,Mosley,unsanctifying1911@yandex.com
15,Mrs,Roy,9HA,HASS,900401,Minh,Mosley,9,500,Gaston,Mosley,unsanctifying1911@yandex.com
16,Mrs,Olson,9EN,English,900401,Minh,Mosley,9,500,Gaston,Mosley,unsanctifying1911@yandex.com
17,Mr,Huffman,9PE,Physical Education,900401,Minh,Mosley,9,500,Gaston,Mosley,unsanctifying1911@yandex.com
18,Mr,Barker,9AR,Art,900401,Minh,Mosley,9,500,Gaston,Mosley,unsanctifying1911@yandex.com
31,Mr,Booker,12MA,Maths,1200402,Pete,Mosley,12,500,Gaston,Mosley,unsanctifying1911@yandex.com
32,Mr,Dillard,12SC,Science,1200402,Pete,Mosley,12,500,Gaston,Mosley,unsanctifying1911@yandex.com
33,Mrs,Morse,12HA,HASS,1200402,Pete,Mosley,12,500,Gaston,Mosley,unsanctifying1911@yandex.com
34,Mr,Owens,12EN,English,1200402,Pete,Mosley,12,500,Gaston,Mosley,unsanctifying1911@yandex.com
35,Mr,O'brien,12PE,Physical Education,1200402,Pete,Mosley,12,500,Gaston,Mosley,unsanctifying1911@yandex.com
36,Dr,Buckley,12AR,Art,1200402,Pete,Mosley,12,500,Gaston,Mosley,unsanctifying1911@yandex.com
31,Mr,Booker,12MA,Maths,1200403,Mariko,Mosley,12,500,Gaston,Mosley,unsanctifying1911@yandex.com
32,Mr,Dillard,12SC,Science,1200403,Mariko,Mosley,12,500,Gaston,Mosley,unsanctifying1911@yandex.com
33,Mrs,Morse,12HA,HASS,1200403,Mariko,Mosley,12,500,Gaston,Mosley,unsanctifying1911@yandex.com
34,Mr,Owens,12EN,English,1200403,Mariko,Mosley,12,500,Gaston,Mosley,unsanctifying1911@yandex.com
35,Mr,O'brien,12PE,Physical Education,1200403,Mariko,Mosley,12,500,Gaston,Mosley,unsanctifying1911@yandex.com
36,Dr,Buckley,12AR,Art,1200403,Mariko,Mosley,12,500,Gaston,Mosley,unsanctifying1911@yandex.com
13,Ms,Woods,9MA,Maths,900500,Laila,Whitaker,9,600,Georgine,Whitaker,abhorrent1862@live.com
14,Mr,Waller,9SC,Science,900500,Laila,Whitaker,9,600,Georgine,Whitaker,abhorrent1862@live.com
15,Mrs,Roy,9HA,HASS,900500,Laila,Whitaker,9,600,Georgine,Whitaker,abhorrent1862@live.com
16,Mrs,Olson,9EN,English,900500,Laila,Whitaker,9,600,Georgine,Whitaker,abhorrent1862@live.com
17,Mr,Huffman,9PE,Physical Education,900500,Laila,Whitaker,9,600,Georgine,Whitaker,abhorrent1862@live.com
18,Mr,Barker,9AR,Art,900500,Laila,Whitaker,9,600,Georgine,Whitaker,abhorrent1862@live.com
25,Mr,Conway,11MA,Maths,1100501,Celine,Whitaker,11,600,Georgine,Whitaker,abhorrent1862@live.com
26,Mr,Poole,11SC,Science,1100501,Celine,Whitaker,11,600,Georgine,Whitaker,abhorrent1862@live.com
27,Mrs,Hooper,11HA,HASS,1100501,Celine,Whitaker,11,600,Georgine,Whitaker,abhorrent1862@live.com
28,Mr,Cochran,11EN,English,1100501,Celine,Whitaker,11,600,Georgine,Whitaker,abhorrent1862@live.com
29,Mrs,Cain,11PE,Physical Education,1100501,Celine,Whitaker,11,600,Georgine,Whitaker,abhorrent1862@live.com
30,Mrs,Morse,11AR,Art,1100501,Celine,Whitaker,11,600,Georgine,Whitaker,abhorrent1862@live.com
7,Mrs,Patel,8MA,Maths,800600,Kevin,Mercer,8,700,Phylicia,Mercer,theist1939@yandex.com
8,Dr,May,8SC,Science,800600,Kevin,Mercer,8,700,Phylicia,Mercer,theist1939@yandex.com
9,Dr,Aguirre,8HA,HASS,800600,Kevin,Mercer,8,700,Phylicia,Mercer,theist1939@yandex.com
10,Mr,Pearson,8EN,English,800600,Kevin,Mercer,8,700,Phylicia,Mercer,theist1939@yandex.com
11,Mr,Boyer,8PE,Physical Education,800600,Kevin,Mercer,8,700,Phylicia,Mercer,theist1939@yandex.com
12,Mrs,Calderon,8AR,Art,800600,Kevin,Mercer,8,700,Phylicia,Mercer,theist1939@yandex.com
13,Ms,Woods,9MA,Maths,900601,Lillia,Mercer,9,700,Phylicia,Mercer,theist1939@yandex.com
14,Mr,Waller,9SC,Science,900601,Lillia,Mercer,9,700,Phylicia,Mercer,theist1939@yandex.com
15,Mrs,Roy,9HA,HASS,900601,Lillia,Mercer,9,700,Phylicia,Mercer,theist1939@yandex.com
16,Mrs,Olson,9EN,English,900601,Lillia,Mercer,9,700,Phylicia,Mercer,theist1939@yandex.com
17,Mr,Huffman,9PE,Physical Education,900601,Lillia,Mercer,9,700,Phylicia,Mercer,theist1939@yandex.com
18,Mr,Barker,9AR,Art,900601,Lillia,Mercer,9,700,Phylicia,Mercer,theist1939@yandex.com
31,Mr,Booker,12MA,Maths,1200602,Eldridge,Mercer,12,700,Phylicia,Mercer,theist1939@yandex.com
32,Mr,Dillard,12SC,Science,1200602,Eldridge,Mercer,12,700,Phylicia,Mercer,theist1939@yandex.com
33,Mrs,Morse,12HA,HASS,1200602,Eldridge,Mercer,12,700,Phylicia,Mercer,theist1939@yandex.com
34,Mr,Owens,12EN,English,1200602,Eldridge,Mercer,12,700,Phylicia,Mercer,theist1939@yandex.com
35,Mr,O'brien,12PE,Physical Education,1200602,Eldridge,Mercer,12,700,Phylicia,Mercer,theist1939@yandex.com
36,Dr,Buckley,12AR,Art,1200602,Eldridge,Mercer,12,700,Phylicia,Mercer,theist1939@yandex.com
13,Ms,Woods,9MA,Maths,900700,Janessa,Diaz,9,800,Lashaun,Diaz,remake1829@yandex.com
14,Mr,Waller,9SC,Science,900700,Janessa,Diaz,9,800,Lashaun,Diaz,remake1829@yandex.com
15,Mrs,Roy,9HA,HASS,900700,Janessa,Diaz,9,800,Lashaun,Diaz,remake1829@yandex.com
16,Mrs,Olson,9EN,English,900700,Janessa,Diaz,9,800,Lashaun,Diaz,remake1829@yandex.com
17,Mr,Huffman,9PE,Physical Education,900700,Janessa,Diaz,9,800,Lashaun,Diaz,remake1829@yandex.com
18,Mr,Barker,9AR,Art,900700,Janessa,Diaz,9,800,Lashaun,Diaz,remake1829@yandex.com
19,Mr,Montoya,10MA,Maths,1000701,Lorilee,Diaz,10,800,Lashaun,Diaz,remake1829@yandex.com
20,Mr,Watts,10SC,Science,1000701,Lorilee,Diaz,10,800,Lashaun,Diaz,remake1829@yandex.com
21,Mr,Gonzalez,10HA,HASS,1000701,Lorilee,Diaz,10,800,Lashaun,Diaz,remake1829@yandex.com
22,Mr,Hyde,10EN,English,1000701,Lorilee,Diaz,10,800,Lashaun,Diaz,remake1829@yandex.com
23,Mr,Curry,10PE,Physical Education,1000701,Lorilee,Diaz,10,800,Lashaun,Diaz,remake1829@yandex.com
24,Mr,Fulton,10AR,Art,1000701,Lorilee,Diaz,10,800,Lashaun,Diaz,remake1829@yandex.com
19,Mr,Montoya,10MA,Maths,1000702,Mana,Diaz,10,800,Lashaun,Diaz,remake1829@yandex.com
20,Mr,Watts,10SC,Science,1000702,Mana,Diaz,10,800,Lashaun,Diaz,remake1829@yandex.com
21,Mr,Gonzalez,10HA,HASS,1000702,Mana,Diaz,10,800,Lashaun,Diaz,remake1829@yandex.com
22,Mr,Hyde,10EN,English,1000702,Mana,Diaz,10,800,Lashaun,Diaz,remake1829@yandex.com
23,Mr,Curry,10PE,Physical Education,1000702,Mana,Diaz,10,800,Lashaun,Diaz,remake1829@yandex.com
24,Mr,Fulton,10AR,Art,1000702,Mana,Diaz,10,800,Lashaun,Diaz,remake1829@yandex.com
7,Mrs,Patel,8MA,Maths,800800,Lindsey,Allison,8,900,Tatyana,Allison,lithosol1813@yandex.com
8,Dr,May,8SC,Science,800800,Lindsey,Allison,8,900,Tatyana,Allison,lithosol1813@yandex.com
9,Dr,Aguirre,8HA,HASS,800800,Lindsey,Allison,8,900,Tatyana,Allison,lithosol1813@yandex.com
10,Mr,Pearson,8EN,English,800800,Lindsey,Allison,8,900,Tatyana,Allison,lithosol1813@yandex.com
11,Mr,Boyer,8PE,Physical Education,800800,Lindsey,Allison,8,900,Tatyana,Allison,lithosol1813@yandex.com
12,Mrs,Calderon,8AR,Art,800800,Lindsey,Allison,8,900,Tatyana,Allison,lithosol1813@yandex.com
13,Ms,Woods,9MA,Maths,900900,Daina,Hopper,9,1000,Gerard,Hopper,auberge1892@outlook.com
14,Mr,Waller,9SC,Science,900900,Daina,Hopper,9,1000,Gerard,Hopper,auberge1892@outlook.com
15,Mrs,Roy,9HA,HASS,900900,Daina,Hopper,9,1000,Gerard,Hopper,auberge1892@outlook.com
16,Mrs,Olson,9EN,English,900900,Daina,Hopper,9,1000,Gerard,Hopper,auberge1892@outlook.com
17,Mr,Huffman,9PE,Physical Education,900900,Daina,Hopper,9,1000,Gerard,Hopper,auberge1892@outlook.com
18,Mr,Barker,9AR,Art,900900,Daina,Hopper,9,1000,Gerard,Hopper,auberge1892@outlook.com
31,Mr,Booker,12MA,Maths,1201000,Grant,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
32,Mr,Dillard,12SC,Science,1201000,Grant,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
33,Mrs,Morse,12HA,HASS,1201000,Grant,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
34,Mr,Owens,12EN,English,1201000,Grant,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
35,Mr,O'brien,12PE,Physical Education,1201000,Grant,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
36,Dr,Buckley,12AR,Art,1201000,Grant,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
31,Mr,Booker,12MA,Maths,1201001,Donnetta,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
32,Mr,Dillard,12SC,Science,1201001,Donnetta,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
33,Mrs,Morse,12HA,HASS,1201001,Donnetta,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
34,Mr,Owens,12EN,English,1201001,Donnetta,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
35,Mr,O'brien,12PE,Physical Education,1201001,Donnetta,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
36,Dr,Buckley,12AR,Art,1201001,Donnetta,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
31,Mr,Booker,12MA,Maths,1201002,Ira,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
32,Mr,Dillard,12SC,Science,1201002,Ira,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
33,Mrs,Morse,12HA,HASS,1201002,Ira,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
34,Mr,Owens,12EN,English,1201002,Ira,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
35,Mr,O'brien,12PE,Physical Education,1201002,Ira,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
36,Dr,Buckley,12AR,Art,1201002,Ira,Berry,12,1100,Gwyn,Berry,decaf1861@yandex.com
1,Mr,Lamb,7MA,Maths,701100,Jeremy,Jacobs,7,1200,Bill,Jacobs,diene2068@outlook.com
2,Mr,Christian,7SC,Science,701100,Jeremy,Jacobs,7,1200,Bill,Jacobs,diene2068@outlook.com
3,Mr,Chang,7HA,HASS,701100,Jeremy,Jacobs,7,1200,Bill,Jacobs,diene2068@outlook.com
4,Mrs,Curry,7EN,English,701100,Jeremy,Jacobs,7,1200,Bill,Jacobs,diene2068@outlook.com
5,Mr,Townsend,7PE,Physical Education,701100,Jeremy,Jacobs,7,1200,Bill,Jacobs,diene2068@outlook.com
6,Mrs,Chen,7AR,Art,701100,Jeremy,Jacobs,7,1200,Bill,Jacobs,diene2068@outlook.com
1,Mr,Lamb,7MA,Maths,701101,Young,Jacobs,7,1200,Bill,Jacobs,diene2068@outlook.com
2,Mr,Christian,7SC,Science,701101,Young,Jacobs,7,1200,Bill,Jacobs,diene2068@outlook.com
3,Mr,Chang,7HA,HASS,701101,Young,Jacobs,7,1200,Bill,Jacobs,diene2068@outlook.com
4,Mrs,Curry,7EN,English,701101,Young,Jacobs,7,1200,Bill,Jacobs,diene2068@outlook.com
5,Mr,Townsend,7PE,Physical Education,701101,Young,Jacobs,7,1200,Bill,Jacobs,diene2068@outlook.com
6,Mrs,Chen,7AR,Art,701101,Young,Jacobs,7,1200,Bill,Jacobs,diene2068@outlook.com
31,Mr,Booker,12MA,Maths,1201102,Oren,Jacobs,12,1200,Bill,Jacobs,diene2068@outlook.com
32,Mr,Dillard,12SC,Science,1201102,Oren,Jacobs,12,1200,Bill,Jacobs,diene2068@outlook.com
33,Mrs,Morse,12HA,HASS,1201102,Oren,Jacobs,12,1200,Bill,Jacobs,diene2068@outlook.com
34,Mr,Owens,12EN,English,1201102,Oren,Jacobs,12,1200,Bill,Jacobs,diene2068@outlook.com
35,Mr,O'brien,12PE,Physical Education,1201102,Oren,Jacobs,12,1200,Bill,Jacobs,diene2068@outlook.com
36,Dr,Buckley,12AR,Art,1201102,Oren,Jacobs,12,1200,Bill,Jacobs,diene2068@outlook.com
13,Ms,Woods,9MA,Maths,901200,Bradly,Kelly,9,1300,Inell,Kelly,deek1956@live.com
14,Mr,Waller,9SC,Science,901200,Bradly,Kelly,9,1300,Inell,Kelly,deek1956@live.com
15,Mrs,Roy,9HA,HASS,901200,Bradly,Kelly,9,1300,Inell,Kelly,deek1956@live.com
16,Mrs,Olson,9EN,English,901200,Bradly,Kelly,9,1300,Inell,Kelly,deek1956@live.com
17,Mr,Huffman,9PE,Physical Education,901200,Bradly,Kelly,9,1300,Inell,Kelly,deek1956@live.com
18,Mr,Barker,9AR,Art,901200,Bradly,Kelly,9,1300,Inell,Kelly,deek1956@live.com
7,Mrs,Patel,8MA,Maths,801300,Ivelisse,Albert,8,1400,Rana,Albert,verdurer1846@outlook.com
8,Dr,May,8SC,Science,801300,Ivelisse,Albert,8,1400,Rana,Albert,verdurer1846@outlook.com
9,Dr,Aguirre,8HA,HASS,801300,Ivelisse,Albert,8,1400,Rana,Albert,verdurer1846@outlook.com
10,Mr,Pearson,8EN,English,801300,Ivelisse,Albert,8,1400,Rana,Albert,verdurer1846@outlook.com
11,Mr,Boyer,8PE,Physical Education,801300,Ivelisse,Albert,8,1400,Rana,Albert,verdurer1846@outlook.com
12,Mrs,Calderon,8AR,Art,801300,Ivelisse,Albert,8,1400,Rana,Albert,verdurer1846@outlook.com
7,Mrs,Patel,8MA,Maths,801301,Jutta,Albert,8,1400,Rana,Albert,verdurer1846@outlook.com
8,Dr,May,8SC,Science,801301,Jutta,Albert,8,1400,Rana,Albert,verdurer1846@outlook.com
9,Dr,Aguirre,8HA,HASS,801301,Jutta,Albert,8,1400,Rana,Albert,verdurer1846@outlook.com
10,Mr,Pearson,8EN,English,801301,Jutta,Albert,8,1400,Rana,Albert,verdurer1846@outlook.com
11,Mr,Boyer,8PE,Physical Education,801301,Jutta,Albert,8,1400,Rana,Albert,verdurer1846@outlook.com
12,Mrs,Calderon,8AR,Art,801301,Jutta,Albert,8,1400,Rana,Albert,verdurer1846@outlook.com
31,Mr,Booker,12MA,Maths,1201302,Cleo,Albert,12,1400,Rana,Albert,verdurer1846@outlook.com
32,Mr,Dillard,12SC,Science,1201302,Cleo,Albert,12,1400,Rana,Albert,verdurer1846@outlook.com
33,Mrs,Morse,12HA,HASS,1201302,Cleo,Albert,12,1400,Rana,Albert,verdurer1846@outlook.com
34,Mr,Owens,12EN,English,1201302,Cleo,Albert,12,1400,Rana,Albert,verdurer1846@outlook.com
35,Mr,O'brien,12PE,Physical Education,1201302,Cleo,Albert,12,1400,Rana,Albert,verdurer1846@outlook.com
36,Dr,Buckley,12AR,Art,1201302,Cleo,Albert,12,1400,Rana,Albert,verdurer1846@outlook.com
7,Mrs,Patel,8MA,Maths,801400,Carlita,Haynes,8,1500,Miquel,Haynes,ass1964@outlook.com
8,Dr,May,8SC,Science,801400,Carlita,Haynes,8,1500,Miquel,Haynes,ass1964@outlook.com
9,Dr,Aguirre,8HA,HASS,801400,Carlita,Haynes,8,1500,Miquel,Haynes,ass1964@outlook.com
10,Mr,Pearson,8EN,English,801400,Carlita,Haynes,8,1500,Miquel,Haynes,ass1964@outlook.com
11,Mr,Boyer,8PE,Physical Education,801400,Carlita,Haynes,8,1500,Miquel,Haynes,ass1964@outlook.com
12,Mrs,Calderon,8AR,Art,801400,Carlita,Haynes,8,1500,Miquel,Haynes,ass1964@outlook.com
25,Mr,Conway,11MA,Maths,1101500,Quincy,Shaffer,11,1600,Milton,Shaffer,miffs1915@gmail.com
26,Mr,Poole,11SC,Science,1101500,Quincy,Shaffer,11,1600,Milton,Shaffer,miffs1915@gmail.com
27,Mrs,Hooper,11HA,HASS,1101500,Quincy,Shaffer,11,1600,Milton,Shaffer,miffs1915@gmail.com
28,Mr,Cochran,11EN,English,1101500,Quincy,Shaffer,11,1600,Milton,Shaffer,miffs1915@gmail.com
29,Mrs,Cain,11PE,Physical Education,1101500,Quincy,Shaffer,11,1600,Milton,Shaffer,miffs1915@gmail.com
30,Mrs,Morse,11AR,Art,1101500,Quincy,Shaffer,11,1600,Milton,Shaffer,miffs1915@gmail.com
19,Mr,Montoya,10MA,Maths,1001501,Moriah,Shaffer,10,1600,Milton,Shaffer,miffs1915@gmail.com
20,Mr,Watts,10SC,Science,1001501,Moriah,Shaffer,10,1600,Milton,Shaffer,miffs1915@gmail.com
21,Mr,Gonzalez,10HA,HASS,1001501,Moriah,Shaffer,10,1600,Milton,Shaffer,miffs1915@gmail.com
22,Mr,Hyde,10EN,English,1001501,Moriah,Shaffer,10,1600,Milton,Shaffer,miffs1915@gmail.com
23,Mr,Curry,10PE,Physical Education,1001501,Moriah,Shaffer,10,1600,Milton,Shaffer,miffs1915@gmail.com
24,Mr,Fulton,10AR,Art,1001501,Moriah,Shaffer,10,1600,Milton,Shaffer,miffs1915@gmail.com
7,Mrs,Patel,8MA,Maths,801502,Linwood,Shaffer,8,1600,Milton,Shaffer,miffs1915@gmail.com
8,Dr,May,8SC,Science,801502,Linwood,Shaffer,8,1600,Milton,Shaffer,miffs1915@gmail.com
9,Dr,Aguirre,8HA,HASS,801502,Linwood,Shaffer,8,1600,Milton,Shaffer,miffs1915@gmail.com
10,Mr,Pearson,8EN,English,801502,Linwood,Shaffer,8,1600,Milton,Shaffer,miffs1915@gmail.com
11,Mr,Boyer,8PE,Physical Education,801502,Linwood,Shaffer,8,1600,Milton,Shaffer,miffs1915@gmail.com
12,Mrs,Calderon,8AR,Art,801502,Linwood,Shaffer,8,1600,Milton,Shaffer,miffs1915@gmail.com
1,Mr,Lamb,7MA,Maths,701600,Brittanie,Valentine,7,1700,Trudi,Valentine,crozer2028@gmail.com
2,Mr,Christian,7SC,Science,701600,Brittanie,Valentine,7,1700,Trudi,Valentine,crozer2028@gmail.com
3,Mr,Chang,7HA,HASS,701600,Brittanie,Valentine,7,1700,Trudi,Valentine,crozer2028@gmail.com
4,Mrs,Curry,7EN,English,701600,Brittanie,Valentine,7,1700,Trudi,Valentine,crozer2028@gmail.com
5,Mr,Townsend,7PE,Physical Education,701600,Brittanie,Valentine,7,1700,Trudi,Valentine,crozer2028@gmail.com
6,Mrs,Chen,7AR,Art,701600,Brittanie,Valentine,7,1700,Trudi,Valentine,crozer2028@gmail.com
7,Mrs,Patel,8MA,Maths,801700,Mardell,Blanchard,8,1800,Launa,Blanchard,episarkine1889@gmail.com
8,Dr,May,8SC,Science,801700,Mardell,Blanchard,8,1800,Launa,Blanchard,episarkine1889@gmail.com
9,Dr,Aguirre,8HA,HASS,801700,Mardell,Blanchard,8,1800,Launa,Blanchard,episarkine1889@gmail.com
10,Mr,Pearson,8EN,English,801700,Mardell,Blanchard,8,1800,Launa,Blanchard,episarkine1889@gmail.com
11,Mr,Boyer,8PE,Physical Education,801700,Mardell,Blanchard,8,1800,Launa,Blanchard,episarkine1889@gmail.com
12,Mrs,Calderon,8AR,Art,801700,Mardell,Blanchard,8,1800,Launa,Blanchard,episarkine1889@gmail.com
1,Mr,Lamb,7MA,Maths,701701,Chong,Blanchard,7,1800,Launa,Blanchard,episarkine1889@gmail.com
2,Mr,Christian,7SC,Science,701701,Chong,Blanchard,7,1800,Launa,Blanchard,episarkine1889@gmail.com
3,Mr,Chang,7HA,HASS,701701,Chong,Blanchard,7,1800,Launa,Blanchard,episarkine1889@gmail.com
4,Mrs,Curry,7EN,English,701701,Chong,Blanchard,7,1800,Launa,Blanchard,episarkine1889@gmail.com
5,Mr,Townsend,7PE,Physical Education,701701,Chong,Blanchard,7,1800,Launa,Blanchard,episarkine1889@gmail.com
